Employee ID,Job Title,Service Area,Department,Specialty,Sub-Specialty,BRP Index,Self Leadership,Innovation Capacity,Learning Capacity,Resilience,Exercise,Nutrition,Sleep/Wake,Social Safety,Goal Directedness,Collective Creativity,Learning,Abstraction,Executive Function,Quieting the Mind
42583,Certified Nursing Assistant,Medical Services,Nursing,Pediatric and Adolescent Medicine,,41,42,45,32,44,43,28,31,39,32,68,29,39,66,40
44031,Licensed Practical Nurse,Medical Services,Nursing,Pediatric and Adolescent Medicine,,46,44,44,50,46,34,26,54,25,42,32,61,21,47,69
37310,Licensed Practical Nurse,Medical Services,Nursing,Pediatric and Adolescent Medicine,,49,61,37,60,38,25,68,21,42,67,32,69,62,67,34
31423,Licensed Practical Nurse,Medical Services,Nursing,Pediatric and Adolescent Medicine,,45,42,53,48,36,30,69,45,25,39,68,54,69,51,28
12835,Registered Nurse,Medical Services,Nursing,Pediatric and Adolescent Medicine,,44,51,41,48,36,25,34,27,30,58,32,58,66,57,40
25451,Registered Nurse,Medical Services,Nursing,Pediatric and Adolescent Medicine,,36,36,34,39,35,29,69,33,24,37,47,22,26,60,28
42091,Advanced Practice Registered Nurse,Medical Services,Nursing,Physical Therapy,,51,46,55,59,43,36,67,37,39,67,68,39,55,40,61
34127,Advanced Practice Registered Nurse,Medical Services,Nursing,Physical Therapy,,45,44,41,55,41,68,70,45,23,53,30,64,56,35,34
45220,Certified Nursing Assistant,Medical Services,Nursing,Physical Therapy,,51,54,47,53,48,52,43,51,25,66,59,57,31,69,45
22745,Certified Nursing Assistant,Medical Services,Nursing,Physical Therapy,,48,41,57,45,47,35,44,36,64,38,68,29,56,34,68
16490,Licensed Practical Nurse,Medical Services,Nursing,Physical Therapy,,42,46,41,41,40,23,44,54,58,67,50,22,28,35,32
35899,Licensed Practical Nurse,Medical Services,Nursing,Physical Therapy,,42,39,49,41,37,26,45,69,38,55,61,38,40,25,27
25502,Licensed Practical Nurse,Medical Services,Nursing,Physical Therapy,,41,42,36,37,48,46,38,43,51,40,29,24,24,53,47
24240,Registered Nurse,Medical Services,Nursing,Physical Therapy,,53,60,43,59,50,40,68,55,69,66,28,60,48,46,42
4729,Registered Nurse,Medical Services,Nursing,Physical Therapy,,43,43,38,50,42,52,50,53,21,38,33,69,22,42,44
29410,Director of Planned Giving,Administration,Hospital Foundation,Planned Giving,,81,80,79,83,82,77,66,99,65,84,66,91,61,81,89
28054,Planned Giving Specialist,Administration,Hospital Foundation,Planned Giving,,70,71,63,65,80,96,66,71,89,69,74,55,35,72,70
14227,Certified Nursing Assistant,Medical Services,Nursing,Primary Care,,41,39,39,44,42,53,29,28,46,35,26,53,43,23,59
49391,Certified Nursing Assistant,Medical Services,Nursing,Primary Care,,44,43,48,41,42,23,25,60,51,61,32,30,52,30,46
36072,Certified Nursing Assistant,Medical Services,Nursing,Primary Care,,45,48,38,48,47,44,56,41,50,53,41,36,22,52,46
15528,Licensed Practical Nurse,Medical Services,Nursing,Primary Care,,44,43,42,47,44,51,46,70,44,54,36,53,27,22,33
12095,Licensed Practical Nurse,Medical Services,Nursing,Primary Care,,40,29,48,37,45,69,54,38,25,20,52,24,53,46,49
13697,Licensed Practical Nurse,Medical Services,Nursing,Primary Care,,40,36,51,34,39,30,24,61,20,22,70,53,36,50,35
29531,Licensed Practical Nurse,Medical Services,Nursing,Primary Care,,42,41,45,42,41,20,47,41,61,40,36,29,49,32,52
43404,Licensed Practical Nurse,Medical Services,Nursing,Primary Care,,44,45,48,38,44,20,34,64,61,40,33,39,57,39,37
38524,Licensed Practical Nurse,Medical Services,Nursing,Primary Care,,35,36,34,34,37,20,43,56,43,34,26,30,22,35,30
23468,Licensed Practical Nurse,Medical Services,Nursing,Primary Care,,47,54,38,43,51,28,40,69,55,42,26,52,20,66,37
35287,Licensed Practical Nurse,Medical Services,Nursing,Primary Care,,57,62,52,57,58,62,65,46,70,49,62,63,50,64,50
25708,Registered Nurse,Medical Services,Nursing,Primary Care,,40,45,33,46,36,21,55,21,32,60,29,26,36,61,44
47323,Associate Purchasing Agent,Administration,Finance,Procurement,,56,58,52,63,49,50,61,32,46,78,55,52,63,56,59
23284,Associate Purchasing Agent,Administration,Finance,Procurement,,45,40,46,41,52,75,45,68,41,38,33,43,43,38,39
41588,Associate Purchasing Agent,Administration,Finance,Procurement,,58,53,62,60,57,62,52,49,42,51,60,63,65,57,75
9277,Associate Purchasing Agent,Administration,Finance,Procurement,,56,63,59,43,58,34,33,53,79,39,58,55,79,77,46
1145,Director of Purchasing,Administration,Finance,Procurement,,57,61,51,58,56,70,75,36,69,50,55,63,69,60,44
45162,Purchasing Agent,Administration,Finance,Procurement,,44,43,48,44,39,31,35,45,33,48,54,49,51,41,43
8267,Purchasing Agent,Administration,Finance,Procurement,,66,60,76,63,66,54,56,75,60,62,71,55,78,62,79
21818,Purchasing Agent,Administration,Finance,Procurement,,44,45,41,41,47,78,50,34,52,46,33,39,66,43,30
5621,Purchasing Agent,Administration,Finance,Procurement,,58,62,48,74,47,48,76,30,36,76,60,80,40,56,63
10167,Purchasing Agent,Administration,Finance,Procurement,,56,53,60,55,54,53,69,40,59,30,78,63,64,59,58
23561,Sr. Purchasing Agent,Administration,Finance,Procurement,,58,58,57,61,55,58,38,67,35,76,57,67,42,52,62
12040,Sr. Purchasing Agent,Administration,Finance,Procurement,,56,52,57,57,57,49,54,45,80,43,45,54,61,31,78
28547,Sr. Purchasing Agent,Administration,Finance,Procurement,,49,49,44,51,50,63,57,63,43,60,45,50,32,43,36
25177,Sr. Purchasing Agent,Administration,Finance,Procurement,,58,58,61,60,52,31,69,64,48,71,77,48,51,66,50
47276,Sr. Purchasing Agent,Administration,Finance,Procurement,,49,45,58,40,51,39,30,71,30,37,74,45,37,66,48
7795,Sr. Purchasing Agent,Administration,Finance,Procurement,,53,62,45,47,56,76,48,35,67,50,34,59,79,71,32
29991,Certified Nursing Assistant,Medical Services,Nursing,Psychiatry & Psychology Services,,36,31,37,32,43,48,43,50,34,28,34,17,25,44,39
10126,Certified Nursing Assistant,Medical Services,Nursing,Psychiatry & Psychology Services,,42,45,32,49,41,33,57,27,42,52,10,35,39,52,51
49347,Certified Nursing Assistant,Medical Services,Nursing,Psychiatry & Psychology Services,,37,26,44,40,39,53,45,59,26,17,12,51,58,10,48
14308,Certified Nursing Assistant,Medical Services,Nursing,Psychiatry & Psychology Services,,31,35,29,29,30,28,37,28,21,40,38,22,34,56,16
10734,Licensed Practical Nurse,Medical Services,Nursing,Psychiatry & Psychology Services,,33,34,31,34,32,19,59,45,50,44,38,13,22,29,19
34767,Licensed Practical Nurse,Medical Services,Nursing,Psychiatry & Psychology Services,,34,37,36,31,32,11,35,45,32,28,54,40,24,49,21
1383,Licensed Practical Nurse,Medical Services,Nursing,Psychiatry & Psychology Services,,24,22,24,28,21,35,59,11,29,18,60,20,10,19,13
23907,Licensed Practical Nurse,Medical Services,Nursing,Psychiatry & Psychology Services,,36,30,48,26,40,37,24,49,19,28,47,15,60,59,35
35906,Licensed Practical Nurse,Medical Services,Nursing,Psychiatry & Psychology Services,,32,32,36,30,28,26,20,13,39,32,51,32,41,26,37
256,Licensed Practical Nurse,Medical Services,Nursing,Psychiatry & Psychology Services,,31,34,28,34,28,32,25,11,10,46,34,29,31,51,34
4688,Registered Nurse,Medical Services,Nursing,Psychiatry & Psychology Services,,39,31,41,45,37,48,46,56,21,58,51,32,10,13,45
47351,Registered Nurse,Medical Services,Nursing,Psychiatry & Psychology Services,,30,24,37,32,28,37,56,56,18,41,27,21,54,16,11
5313,Advanced Practice Registered Nurse,Medical Services,Nursing,Pulmonary Medicine,,82,78,89,87,74,65,88,75,66,71,97,99,93,74,89
15517,Certified Nursing Assistant,Medical Services,Nursing,Pulmonary Medicine,,77,72,83,73,78,94,66,60,64,70,99,68,84,85,88
8404,Certified Nursing Assistant,Medical Services,Nursing,Pulmonary Medicine,,74,74,81,74,68,65,71,76,67,79,93,82,89,69,64
1954,Licensed Practical Nurse,Medical Services,Nursing,Pulmonary Medicine,,80,83,77,79,82,78,79,91,90,73,70,91,75,78,73
47044,Registered Nurse,Medical Services,Nursing,Pulmonary Medicine,,82,81,81,81,84,76,69,93,77,76,70,89,69,83,90
45503,Registered Nurse,Medical Services,Nursing,Pulmonary Medicine,,70,68,73,77,63,67,100,63,62,85,86,60,79,63,62
9535,Quality Specialist I,Administration,Quality Management,Quality Team,,56,64,49,51,58,75,40,61,73,58,72,76,32,48,31
13360,Quality Specialist I,Administration,Quality Management,Quality Team,,60,63,60,57,59,39,76,73,73,70,76,39,46,68,44
40032,Quality Specialist I,Administration,Quality Management,Quality Team,,63,59,67,68,56,50,78,75,38,59,65,77,69,61,58
5284,Quality Specialist II,Administration,Quality Management,Quality Team,,56,58,54,55,56,48,51,79,49,77,61,47,30,60,45
45311,Quality Specialist II,Administration,Quality Management,Quality Team,,58,60,59,59,55,51,64,71,42,76,68,54,54,67,43
34672,Quality Specialist II,Administration,Quality Management,Quality Team,,50,43,50,54,52,37,73,62,37,41,42,37,31,56,66
32003,Quality Specialist II,Administration,Quality Management,Quality Team,,57,58,52,60,57,68,56,72,43,71,33,64,55,54,49
3576,Quality Specialist II,Administration,Quality Management,Quality Team,,54,54,58,50,54,53,31,61,67,73,53,42,62,35,55
44468,Quality Team Leader,Administration,Quality Management,Quality Team,,56,63,49,57,53,38,53,49,62,56,46,68,49,65,50
14789,Quality Team Leader,Administration,Quality Management,Quality Team,,48,49,50,42,50,57,45,62,54,52,35,41,71,48,31
42216,Quality Team Leader,Administration,Quality Management,Quality Team,,58,63,51,58,61,74,74,71,48,60,56,62,41,80,34
6927,Advanced Practice Registered Nurse,Medical Services,Nursing,Radiation Oncology,,63,62,66,61,64,79,75,68,79,66,80,56,70,47,47
39877,Advanced Practice Registered Nurse,Medical Services,Nursing,Radiation Oncology,,64,60,67,57,72,70,45,77,72,45,78,59,33,62,79
39651,Certified Nursing Assistant,Medical Services,Nursing,Radiation Oncology,,53,55,56,42,57,70,39,44,80,57,70,31,70,51,39
40760,Licensed Practical Nurse,Medical Services,Nursing,Radiation Oncology,,56,52,63,59,51,56,52,39,46,64,80,51,64,47,68
28418,Licensed Practical Nurse,Medical Services,Nursing,Radiation Oncology,,48,53,44,46,48,77,34,35,58,66,71,48,34,38,34
19881,Registered Nurse,Medical Services,Nursing,Radiation Oncology,,58,56,67,61,48,31,64,63,46,74,73,55,79,48,52
18792,Certified Nursing Assistant,Medical Services,Nursing,Radiology/Diagnostic,,52,62,42,61,42,39,65,31,56,66,54,77,48,50,35
21163,Licensed Practical Nurse,Medical Services,Nursing,Radiology/Diagnostic,,66,60,73,63,68,48,76,75,62,46,80,53,58,77,77
24197,Licensed Practical Nurse,Medical Services,Nursing,Radiology/Diagnostic,,55,49,60,59,52,66,62,36,33,48,70,59,67,56,67
47428,Licensed Practical Nurse,Medical Services,Nursing,Radiology/Diagnostic,,57,49,57,60,60,79,72,40,60,31,49,61,64,45,74
49206,Licensed Practical Nurse,Medical Services,Nursing,Radiology/Diagnostic,,47,45,48,44,50,49,48,67,62,49,48,38,38,32,40
39472,Registered Nurse,Medical Services,Nursing,Radiology/Diagnostic,,46,44,53,42,46,56,39,63,49,36,57,61,61,30,32
49662,Recruiter I,Administration,Human Resources,Recruiting,,73,77,67,76,73,86,79,77,80,72,63,93,68,63,60
9884,Recruiter I,Administration,Human Resources,Recruiting,,79,75,85,80,77,78,95,89,69,89,92,64,87,77,71
7905,Recruiter II,Administration,Human Resources,Recruiting,,78,80,77,79,77,78,70,70,94,91,88,75,67,60,81
15265,Recruiter II,Administration,Human Resources,Recruiting,,85,91,78,86,84,71,62,65,98,96,76,86,69,84,100
7430,Recruiting Manager,Administration,Human Resources,Recruiting,,87,86,89,87,86,68,87,85,85,85,91,78,81,94,97
13481,Certified Nursing Assistant,Medical Services,Nursing,Rheumatology,,49,41,66,38,49,41,33,78,55,32,68,47,79,31,39
44986,Certified Nursing Assistant,Medical Services,Nursing,Rheumatology,,61,70,50,61,63,78,50,56,63,80,60,66,35,69,47
35736,Licensed Practical Nurse,Medical Services,Nursing,Rheumatology,,53,56,53,43,61,73,30,44,67,55,80,33,35,67,52
21667,Licensed Practical Nurse,Medical Services,Nursing,Rheumatology,,54,46,59,58,54,65,40,62,30,68,48,48,48,37,77
3391,Licensed Practical Nurse,Medical Services,Nursing,Rheumatology,,44,39,56,45,37,40,38,31,31,41,75,51,69,34,50
14703,Registered Nurse,Medical Services,Nursing,Rheumatology,,62,70,54,58,67,76,30,62,69,80,57,61,37,70,59
47771,Certified Nursing Assistant,Medical Services,Nursing,Sleep Medicine,,48,52,49,50,42,31,33,45,44,57,59,63,46,45,46
22688,Certified Nursing Assistant,Medical Services,Nursing,Sleep Medicine,,48,52,42,56,40,47,68,32,48,41,69,80,32,38,34
2448,Licensed Practical Nurse,Medical Services,Nursing,Sleep Medicine,,50,53,50,51,47,78,34,40,51,74,76,57,45,30,37
1104,Licensed Practical Nurse,Medical Services,Nursing,Sleep Medicine,,52,52,52,51,51,42,53,72,31,34,34,75,59,66,42
39865,Registered Nurse,Medical Services,Nursing,Sleep Medicine,,54,55,49,52,59,72,54,75,60,79,38,33,40,47,43
48156,Registered Nurse,Medical Services,Nursing,Sleep Medicine,,57,56,54,62,57,44,69,57,72,31,35,79,55,40,70
26879,Advanced Practice Registered Nurse,Medical Services,Nursing,Spine Care,,47,49,42,57,39,41,72,37,45,72,57,44,34,33,39
2386,Advanced Practice Registered Nurse,Medical Services,Nursing,Spine Care,,49,53,43,45,55,67,52,45,69,38,53,50,34,55,41
17625,Certified Nursing Assistant,Medical Services,Nursing,Spine Care,,58,57,55,60,58,68,34,60,59,69,52,67,36,31,70
24927,Licensed Practical Nurse,Medical Services,Nursing,Spine Care,,60,63,54,67,54,55,73,54,30,70,53,74,56,79,52
12983,Licensed Practical Nurse,Medical Services,Nursing,Spine Care,,57,57,59,57,54,52,66,68,61,45,67,73,57,47,43
15032,Registered Nurse,Medical Services,Nursing,Spine Care,,56,49,56,61,56,66,64,69,50,64,36,49,55,32,65
21970,Advanced Practice Registered Nurse,Medical Services,Nursing,Sports Medicine,,83,78,88,82,85,91,75,80,87,84,81,71,94,70,97
5942,Certified Nursing Assistant,Medical Services,Nursing,Sports Medicine,,74,74,75,75,71,69,83,87,61,74,70,82,81,78,61
45515,Certified Nursing Assistant,Medical Services,Nursing,Sports Medicine,,78,80,77,75,81,96,82,83,80,79,95,78,69,83,62
27997,Licensed Practical Nurse,Medical Services,Nursing,Sports Medicine,,72,79,63,75,72,76,77,61,80,67,60,89,64,78,66
36784,Licensed Practical Nurse,Medical Services,Nursing,Sports Medicine,,76,80,79,70,74,74,63,71,98,63,82,92,99,66,62
17696,Licensed Practical Nurse,Medical Services,Nursing,Sports Medicine,,76,74,77,80,71,75,88,75,64,89,76,70,85,72,71
41605,Licensed Practical Nurse,Medical Services,Nursing,Sports Medicine,,81,78,88,86,71,60,83,60,79,95,100,73,100,63,91
9477,Licensed Practical Nurse,Medical Services,Nursing,Sports Medicine,,81,78,87,80,80,85,79,95,75,80,91,87,88,70,74
14675,Registered Nurse,Medical Services,Nursing,Sports Medicine,,78,76,77,84,75,91,74,72,67,90,60,87,92,61,84
1892,Registered Nurse,Medical Services,Nursing,Sports Medicine,,84,87,86,79,84,82,72,84,88,85,92,85,95,91,74
42069,Advanced Practice Registered Nurse,Medical Services,Nursing,Surgery,,45,55,41,42,43,69,25,32,45,70,64,54,49,50,20
1440,Advanced Practice Registered Nurse,Medical Services,Nursing,Surgery,,49,44,61,35,57,43,47,63,69,23,64,21,70,64,47
13061,Certified Nursing Assistant,Medical Services,Nursing,Surgery,,49,54,42,49,51,70,43,58,52,51,20,69,60,42,31
16377,Certified Nursing Assistant,Medical Services,Nursing,Surgery,,43,41,47,44,39,41,60,59,37,38,37,56,69,34,22
7147,Licensed Practical Nurse,Medical Services,Nursing,Surgery,,52,55,47,64,42,26,69,27,43,64,48,61,49,51,63
4490,Licensed Practical Nurse,Medical Services,Nursing,Surgery,,39,32,45,33,45,36,21,67,20,27,31,32,29,50,53
38107,Licensed Practical Nurse,Medical Services,Nursing,Surgery,,47,53,37,53,45,63,45,24,45,59,46,62,32,45,47
44256,Licensed Practical Nurse,Medical Services,Nursing,Surgery,,51,48,54,51,51,49,59,24,50,57,60,21,63,64,67
41670,Registered Nurse,Medical Services,Nursing,Surgery,,51,47,59,48,50,31,55,66,34,28,50,57,68,67,51
21375,Medical Lab Technologist,Medical Services,Laboratory Services,Surgical Pathology,,53,50,52,55,56,41,47,66,43,63,41,37,30,58,72
42171,Medical Technologist,Medical Services,Laboratory Services,Surgical Pathology,,52,49,53,57,50,61,38,50,43,78,57,45,37,30,67
10090,Pathologist,Medical Services,Laboratory Services,Surgical Pathology,,62,64,56,59,70,56,59,70,74,49,50,56,33,78,71
47081,Manager of System Operations,Administration,Health Information Management,System Operations,,53,55,48,65,44,32,68,48,43,72,47,62,40,43,56
44632,Sr. System Operator,Administration,Health Information Management,System Operations,,49,55,40,52,50,36,80,37,72,44,42,40,39,65,42
49245,Sr. System Operator,Administration,Health Information Management,System Operations,,48,40,53,45,55,71,31,76,33,52,48,38,30,37,59
11860,System Operator,Administration,Health Information Management,System Operations,,59,64,57,54,60,68,68,30,80,37,80,63,68,76,48
38586,System Operator,Administration,Health Information Management,System Operations,,54,53,52,51,61,70,49,65,57,39,32,58,54,56,58
16085,Director of System Security,Administration,Health Information Management,System Security,,39,40,40,36,38,60,34,22,50,37,58,42,47,29,31
24731,Manager of Application Security,Administration,Health Information Management,System Security,,38,36,44,38,35,36,32,43,37,51,41,31,56,23,36
30911,Manager of Network Security,Administration,Health Information Management,System Security,,38,34,39,43,37,39,41,34,33,37,49,39,18,25,55
21397,System Security Specialist,Administration,Health Information Management,System Security,,38,36,46,36,34,38,36,39,44,48,57,32,59,20,27
7440,System Security Specialist,Administration,Health Information Management,System Security,,39,39,35,46,35,27,42,23,20,57,30,28,32,52,55
43440,System Security Specialist,Administration,Health Information Management,System Security,,33,36,26,33,36,59,18,17,52,48,14,30,37,14,36
20907,System Security Specialist,Administration,Health Information Management,System Security,,29,33,24,24,34,31,29,46,44,42,11,11,22,34,15
37484,Manager of IT Training,Administration,Health Information Management,Training,,79,78,75,84,79,97,92,86,73,79,77,93,65,66,73
24839,Training Specialist,Administration,Health Information Management,Training,,81,82,79,81,82,79,60,85,77,90,67,83,72,79,91
13055,Training Specialist,Administration,Health Information Management,Training,,78,86,75,75,74,61,62,73,86,94,94,79,67,86,65
26311,Training Specialist,Administration,Health Information Management,Training,,78,79,76,80,77,98,95,75,85,94,99,70,68,65,60
16182,Training Specialist,Administration,Health Information Management,Training,,77,80,74,82,73,82,95,70,69,85,71,83,92,82,64
7147,Director of Training & Development,Administration,Human Resources,Training and Development,,83,83,81,90,78,79,97,76,89,82,68,100,97,62,82
25586,Trainer I,Administration,Human Resources,Training and Development,,85,83,84,82,90,86,96,95,98,74,60,72,95,87,84
10392,Trainer I,Administration,Human Resources,Training and Development,,81,84,78,82,81,71,84,79,100,95,76,68,77,74,81
9106,Trainer I,Administration,Human Resources,Training and Development,,81,83,75,88,78,86,89,89,64,93,68,94,67,79,74
35438,Trainer II,Administration,Human Resources,Training and Development,,83,80,84,81,85,74,96,92,91,79,97,64,62,84,83
30750,Trainer II,Administration,Human Resources,Training and Development,,80,76,83,74,88,80,70,90,80,65,75,64,69,94,97
35244,Trainer II,Administration,Human Resources,Training and Development,,74,73,77,72,74,75,65,88,77,63,77,93,75,60,68
24239,Medical Lab Technologist,Medical Services,Laboratory Services,Transfusion Services/Immunology,,59,50,68,61,58,41,79,78,71,61,56,34,68,33,69
10409,Medical Lab Technologist,Medical Services,Laboratory Services,Transfusion Services/Immunology,,58,65,57,57,51,60,42,42,71,70,80,76,67,42,39
37908,Medical Lab Technologist,Medical Services,Laboratory Services,Transfusion Services/Immunology,,54,56,57,43,58,41,47,78,78,35,32,54,79,56,37
48412,Certified Nursing Assistant,Medical Services,Nursing,Urology,,58,57,65,53,58,64,62,72,56,43,72,68,77,59,38
7211,Licensed Practical Nurse,Medical Services,Nursing,Urology,,56,58,51,62,54,61,78,66,36,74,32,57,67,66,40
14274,Licensed Practical Nurse,Medical Services,Nursing,Urology,,47,49,43,45,49,52,41,39,46,37,50,53,35,60,48
35458,Licensed Practical Nurse,Medical Services,Nursing,Urology,,64,70,59,71,56,51,71,33,80,75,72,74,65,52,64
1766,Licensed Practical Nurse,Medical Services,Nursing,Urology,,56,52,62,49,62,68,43,75,50,66,35,30,79,60,58
11660,Registered Nurse,Medical Services,Nursing,Urology,,55,50,59,57,55,51,68,53,54,38,54,57,62,49,66
10001,Advanced Practice Registered Nurse,Medical Services,Nursing,Women's Health,,56,62,51,47,63,59,39,49,78,51,61,41,38,76,55
48355,Advanced Practice Registered Nurse,Medical Services,Nursing,Women's Health,,59,63,59,56,56,58,66,36,74,51,77,60,77,67,45
27322,Certified Nursing Assistant,Medical Services,Nursing,Women's Health,,49,36,60,54,47,44,70,50,38,30,44,43,73,33,71
39824,Licensed Practical Nurse,Medical Services,Nursing,Women's Health,,57,52,56,62,59,55,77,60,59,32,30,68,63,49,72
40111,Licensed Practical Nurse,Medical Services,Nursing,Women's Health,,57,64,54,54,56,49,66,54,74,64,80,48,45,68,37
45706,Licensed Practical Nurse,Medical Services,Nursing,Women's Health,,58,63,54,60,55,70,33,33,49,64,46,77,71,60,65
38730,Licensed Practical Nurse,Medical Services,Nursing,Women's Health,,56,47,65,58,53,30,62,76,30,33,44,66,67,58,72
7855,Licensed Practical Nurse,Medical Services,Nursing,Women's Health,,62,55,67,65,62,69,80,63,44,71,76,40,58,66,69
7177,Registered Nurse,Medical Services,Nursing,Women's Health,,57,63,52,52,60,66,53,66,61,41,72,77,34,71,36
49342,Registered Nurse,Medical Services,Nursing,Women's Health,,59,51,72,53,61,64,34,73,60,61,69,46,73,35,72
28030,Physician,Medical Services,"Allergy, Asthma and Clinical Immunology",,,48,48,52,44,48,49,23,23,69,50,56,38,64,35,63
30395,Physician,Medical Services,"Allergy, Asthma and Clinical Immunology",,,52,49,61,52,45,20,37,40,45,44,64,56,70,52,69
4616,Physician,Medical Services,"Allergy, Asthma and Clinical Immunology",,,41,50,37,44,32,22,41,33,20,62,37,51,55,65,21
5108,Physician,Medical Services,Anesthesiology/Surgical Services,,,30,28,32,28,32,52,21,29,26,40,31,22,40,23,29
45642,Physician,Medical Services,Anesthesiology/Surgical Services,,,44,53,37,50,36,27,43,36,51,65,26,61,55,36,31
31496,Physician,Medical Services,Anesthesiology/Surgical Services,,,52,63,48,43,52,38,21,57,68,61,55,58,47,63,32
21009,Physician,Medical Services,Anesthesiology/Surgical Services,,,49,57,45,43,50,61,38,37,61,49,45,56,66,62,30
16248,Physician,Medical Services,Anesthesiology/Surgical Services,,,44,45,43,47,40,28,54,22,51,45,57,37,43,47,51
13257,Physician,Medical Services,Anesthesiology/Surgical Services,,,45,46,46,52,36,20,38,29,38,45,53,67,43,35,58
39949,Physician,Medical Services,Anesthesiology/Surgical Services,,,44,51,38,46,40,28,68,25,59,47,60,38,38,58,30
26782,Physician,Medical Services,Anesthesiology/Surgical Services,,,51,48,49,56,49,44,70,47,68,36,45,60,49,29,56
13444,Physician,Medical Services,Anesthesiology/Surgical Services,,,51,52,52,54,44,39,58,39,45,66,59,45,63,51,46
12364,Physician,Medical Services,Audiology,,,47,39,44,56,47,60,63,56,21,28,34,70,23,36,62
47196,Physician,Medical Services,Audiology,,,39,40,47,32,36,32,20,55,24,65,50,21,63,49,21
8558,Physician,Medical Services,Breast Health,,,42,40,44,48,36,24,50,62,21,56,41,47,34,35,39
3690,Physician,Medical Services,Breast Health,,,52,53,45,63,45,34,69,44,26,70,45,56,31,61,58
18518,Physician,Medical Services,Cardiac Surgery,,,53,57,46,57,51,48,41,30,49,49,59,69,27,59,69
44268,Physician,Medical Services,Cardiac Surgery,,,52,49,60,50,50,59,57,62,40,45,70,59,70,50,39
14064,Physician,Medical Services,Cardiac Surgery,,,41,33,49,43,38,26,55,55,35,36,57,34,39,26,46
9590,Physician,Medical Services,Cardiovascular Medicine,,,52,52,51,47,56,57,30,68,37,57,63,48,20,64,52
32972,Physician,Medical Services,Cardiovascular Medicine,,,41,39,41,36,46,69,24,57,46,39,21,47,53,22,34
13999,Physician,Medical Services,Cardiovascular Medicine,,,47,53,44,51,39,26,53,53,22,60,41,64,55,67,28
9219,Physician,Medical Services,Cardiovascular Medicine,,,50,46,51,53,49,37,58,61,53,47,38,50,47,35,57
24622,Physician,Medical Services,Cardiovascular Medicine,,,47,43,52,48,46,31,46,47,64,26,49,58,51,25,62
14468,Physician,Medical Services,Cardiovascular Medicine,,,50,58,43,55,42,26,56,37,41,68,46,55,48,69,39
45594,Physician,Medical Services,Cath Lab,,,46,55,32,48,49,51,69,46,65,48,24,49,33,59,24
36216,Physician,Medical Services,Cath Lab,,,49,51,46,44,55,60,48,57,57,61,22,26,66,60,39
30551,Physician,Medical Services,Cath Lab,,,50,57,38,47,56,70,68,44,68,56,24,35,54,70,30
9406,Physician,Medical Services,Colon and Rectal Surgery,,,47,48,48,47,45,24,64,60,44,39,36,48,61,62,36
44632,Physician,Medical Services,Colon and Rectal Surgery,,,49,43,59,43,50,57,30,53,48,49,65,36,61,37,55
42988,Physician,Medical Services,Critical Care,,,52,54,56,50,47,21,45,57,66,48,60,59,61,43,47
42766,Physician,Medical Services,Critical Care,,,33,38,25,46,24,23,69,20,36,38,23,56,37,20,20
46775,Physician,Medical Services,Critical Care,,,48,45,51,50,44,45,35,51,41,54,68,56,28,27,55
48998,Physician,Medical Services,Dermatology,,,47,41,55,44,49,67,43,37,43,37,46,40,80,43,55
1554,Physician,Medical Services,Dermatology,,,69,62,76,64,72,71,73,72,73,55,76,50,78,68,76
21887,Physician,Medical Services,Dermatology,,,59,59,55,51,72,63,41,91,76,44,32,54,31,62,66
2775,Physician,Medical Services,Dermatology,,,72,77,65,78,69,78,72,63,66,75,70,98,60,70,67
31316,Physician,Medical Services,Dermatology,,,60,55,57,48,81,95,28,73,96,38,16,34,48,50,92
25179,Physician,Medical Services,Dermatology,,,20,16,17,26,20,13,39,32,22,11,0,27,8,5,26
20257,Physician,Medical Services,Emergency Medicine,,,22,17,25,26,19,11,26,25,11,29,35,12,5,14,36
48915,Physician,Medical Services,Emergency Medicine,,,31,28,30,35,30,26,41,18,39,32,29,21,25,20,46
21535,Physician,Medical Services,Emergency Medicine,,,21,20,21,19,25,23,34,40,28,4,1,27,32,22,10
32012,Physician,Medical Services,Emergency Medicine,,,27,26,37,16,28,29,12,33,35,28,56,10,43,30,14
20093,Physician,Medical Services,Endocrinology,,,45,46,41,40,53,61,43,22,67,38,54,20,31,58,58
26461,Physician,Medical Services,Endocrinology,,,43,42,38,41,49,59,21,35,53,29,26,50,27,35,65
19023,Physician,Medical Services,Endocrinology,,,43,46,42,39,46,33,53,70,67,33,24,46,51,39,23
35959,Physician,Medical Services,Endocrinology,,,52,54,46,54,54,51,42,43,62,63,21,41,53,48,68
16018,Physician,Medical Services,Endoscopy,,,44,49,43,43,41,51,20,25,63,55,56,55,47,23,42
39660,Physician,Medical Services,Endoscopy,,,40,38,48,38,35,32,27,42,21,49,59,37,54,45,37
32187,Physician,Medical Services,Family Medicine,,,51,46,54,58,46,42,59,59,34,60,61,55,39,36,58
23873,Physician,Medical Services,Family Medicine,,,31,27,37,27,33,29,25,25,32,20,20,20,60,36,42
48448,Physician,Medical Services,Family Medicine,,,51,49,52,57,47,25,68,44,34,41,68,53,30,66,67
29858,Physician,Medical Services,Gastroenterology and Hepatology,,,44,50,33,42,50,64,44,48,54,61,30,32,21,52,32
